Link,Title,Location,Salary,Description
https://kr.indeed.com/viewjob?jk=4389736e058f4f69,Data Engineer-Eng,서울 강남구,,모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>통신...
https://kr.indeed.com/viewjob?jk=eff6d38d4767ff87,Software Engineer,서울,,"parallel computing TECHNOLOGIES: Languages programming: Python, GO, C++, Java, Scala, JavaScript, TypeScript DevOps: Docker..."
https://kr.indeed.com/viewjob?jk=025b89990231eea6,[대형증권사] 자산배분전략 수립/모델개발,서울 강남구,,통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>HTML·DHTML·mHTML
https://kr.indeed.com/viewjob?jk=2005391e64a9cce1,SK 실트론 개발/평가/분석 부문 (신입/경력),경상북도 구미,,"수행 경험 - FLUENT, COMSOL, Star-CCM+ 중 1개 이상 활용 경험 - C, C++, Python, Matlab, Fortran 중 1개 이상 활용 역량 유관 전공 : 재료, 기계, 화공 등 분석기..."
https://kr.indeed.com/viewjob?jk=1fd963b87d62d30a,한화시스템/방산 2021년 한화시스템 방산부문 신사업분야 경력사원,성남 분당구,,시스템개발자|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|전자·기계·기술·화학·연구개발>연구원·연구개발>전기·전자|전자·기계... 그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=45ef50c3481fd92f,[신용리스크모델링 Intern] 개인 신용평가모형 개발 및 운영직(채용 연계형),성남 삼평동,,"Learning을 비롯한 최신 통계모형을 활용하여 신용평가모형을 개발하고 운영합니다. SAS, SQL, Python, R 등을 활용한 데이터 분석 능력이 필요하며, 데이터 분석 대회에서 입상한 분, 통계/수학/산업공학/상경계..."
https://kr.indeed.com/viewjob?jk=764e1009190a3e15,[엔픽셀] 블록체인 웹 프로그래머,서울 강남구,"연봉 30,000,000원 - 100,000,000원","Javascript 등)가 있으신 분 ∙ 한 종류 이상의 능숙한 웹 스크립팅 언어 (java, node, python 등) 사용 가능하신 분 ∙ 개발 업무에 필요한 수준의 영어 독해 능력이 있으신 분 *[우대사항..."
https://kr.indeed.com/viewjob?jk=57edc51f448d9c53,전사 기획조정 업무 담당자 모집,성남 판교역,,"전공자, MBA 졸업자 - 글로벌 업무 경험을 보유하신 분 - 데이터분석 통계 도구(Excel VBA, Python, R 등) 활용 가능자 - 자신의 전문 분야의 폭넓은 전문가 네트워크를 지니신 분 - 2022년 3월 입사..."
https://kr.indeed.com/viewjob?jk=f384026e8fdd4b35,솔루션(웹/서버/통신) 프로그램 개발,서울 중구,,인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>음성인식
https://kr.indeed.com/viewjob?jk=f0ad6ff0494d0fc3,각 부문별,대한민국,,"MS Office, VBA, Python 등) 경험자 우대 4. 관련업무... 법론 개발 역량 3. 파생상품 평가모형 프로그래밍 경험 (C/C++, Python 등) 4. 우대 조건 - 석사학위 이상 소지자 - 리서치 능력 보유..."
https://kr.indeed.com/viewjob?jk=b4421cc6802db30a,시니어 인프라 엔지니어,서울,,"키텍처 구성 경험이 있으신 분 Docker, ECS, K8S 등 컨테이너 기반의 서비스 운영 경험이 있으신 분 Python, Node.js, Typescript, GO 등 프로그래밍 경험이 있으신 분 추가 정보 우대 사항..."
https://kr.indeed.com/viewjob?jk=c019531002ee24e4,해양PNT(위치정보) 연구단 계약직,대전 유성구,,기술·화학·연구개발>원자력·우주·조선·철강>우주·항공|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
https://kr.indeed.com/viewjob?jk=9d966c68f91065ee,KAIST 휴머노이드로봇연구센터 위촉연구원 모집 공고,대전 유성구,,"개발자 (Robot Software Engineer) 1. 로봇 경로 계획 알고리즘 개발 2. Linux, Python/C++ 프로그래밍 개발 3. 로봇 학습 기반 제어 알고리즘 개발 ※ 자세한 직무수행 내용은 직무기술서..."
https://kr.indeed.com/viewjob?jk=292a04117f547509,Field Application Engineer (m/f),서울 용산구,,용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>전산·IT기술지원>S/W 엔지니어|인터... 트웨어|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
https://kr.indeed.com/viewjob?jk=7b091681f7106dcd,Head of Technical Writing,서울,,"following languages; Objective-C, Java, Swift, JavaScript, and Python ABOUT SENDBIRD Sendbird... world's leading chat..."
https://kr.indeed.com/viewjob?jk=fecc1f2f8e371810,VP R&D,서울 서초구,,"이상 경력 · C++, Python, PySide/PyQt 및 Mata API/Mel · 최소 3년 이상 UE4로 VR, AR, XR에 대해 TA 또는 TD 경험이 있으신 분 우대사항 · C++ 또는 Python 중급 이상..."
https://kr.indeed.com/viewjob?jk=ac9068957c550cb3,데이터 전문가(모델러/분석가/엔지니어) 모집,성남 판교역,,대용량 데이터를 효율적으로 사용하기 위한 기반 데이터 가공 지원자격 데이터 사이언스를 위한 언어(R/ Python/Scala) 및 도구(scikit-learn/Spark MLlib/Tensorflow/Pytorch 등)를...
https://kr.indeed.com/viewjob?jk=0d6b12bb541bb8ca,"목동 컴퓨터 학원 코딩 강사 (정규직 및 계약직,경력무관)",서울 양천구,,"2,3년)졸업 이상 기타: [IT·문화·직업강사] - C, C++, Python 언어 수업 가능자 [교육상담·학원에이전트 ] - CS 마인드 보유자... 문화·직업강사]- C, C++, Python 언어 수업 가능자[교육상담..."
https://kr.indeed.com/viewjob?jk=8c125d2ddacbec6e,[SNOW] 렌더링 엔진 개발자,성남 분당구,,"토링, 디자인 패턴, ReactiveX 활용 경험- Java, Swift(Objective C), Lua, Python 등 다양한 언어 경험- Computer Graphics 이해- Image Processing 이해 인터넷..."
https://kr.indeed.com/viewjob?jk=07ca8246e466046d,"인공지능(AI), 비전인식 신입/경력 정규직",창원 마산회원구,,"• C++ / C# / Python 중 1개이상 사용가능 • MFC / QT... 무기술: 시스템프로그래머, 응용프로그램개발기타: • C++ / C# / Python 중 1개이상 사용가능• MFC / QT / OPENCV / SQL..."
https://kr.indeed.com/viewjob?jk=444fc14aa330a211,네이버 파이낸셜 플랫폼 운영,성남 삼평동,,"Docker(kubernetes) 및 어플리케이션 배포 전략 지식 보유 - Shell script, python 및 web framework 등 기타 프로그래밍 언어 활용 가능 - 국가보훈대상자 및 장애인은 법령에 의거..."
https://kr.indeed.com/viewjob?jk=64762c9268719c2e,공무(실증플랜트) 신입사원 모집,서울 역삼동,,"기획 • 전공무관 (상경계열 전공 우대) Trading • 전공무관 (상경/화공계열 전공 우대) • Python, VBA 등 코딩 능숙자 우대 재무(회계) • 전공무관 (재무관리/파생상품 관련 전공 우대) 구매..."
https://kr.indeed.com/viewjob?jk=bdec744b393e0a7a,[엑스퍼넷] 부설연구소 솔루션 지원 개발 신입/경력직,서울 구로구,,"솔루션 지원 개발- Java, Python,Node.js 사용 솔루션 지원... 리눅스, 유닉스) 개발경 력 우대(3) 우대사항(경력) - JAVA, Python,Node.js,BPMN Modeling, YANG모델,NETCONF..."
https://kr.indeed.com/viewjob?jk=a9a51d3e0ac6382a,ESS 기반 에너지 블록체인 전력거래 서비스 추가 개발 및 운영 백엔드 개발자,서울 강북구,"연봉 30,000,000원 - 35,000,000원","격요건]경력사항: 신입, 경력()학력사항: 학력무관직무기술: Node.js, javascript, AWS, Python 1 명 근무조건 고용형태: 계약직(근무기간 협의 후 결정, 수습기간 5개월, 정규직 전환검토), 프리랜서..."
https://kr.indeed.com/viewjob?jk=e34c06d01e1f387e,[NAVER Cloud] 리눅스 배포판 개발,성남 분당구,,"[역할]리눅스 OS 배포판 제작 업무- 리눅스 배포판 관련 소스 분석- C , Python 등을 이용하여 소스 분석 및 수정- 빌드 시스템 및 버그질라 시스템... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=ba6a0ebb6ad9cd18,IT 인프라 운영 도구 개발,성남 판교역,,"모니터링 시스템 Web 개발 - 경력 4년 이상 - Linux 환경(LAMP) 경력 3년 이상 - Python, Django, Javascript, PHP 경험 - 다양한 Front-end 프레임 워크 사용 경험..."
https://kr.indeed.com/viewjob?jk=32b582209ad53166,Sr Technical Support Engineer,서울,,"roles Strong experience in software development in Java... Python. Experience in SQL, ArcGIS, or Oracle DBMS is desirable..."
https://kr.indeed.com/viewjob?jk=ab58a5f77dd9c9c8,[NAVER Cloud] 빅데이터 분석 플랫폼 개발,성남 분당구,,빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>빅데이터|인터넷... 로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/viewjob?jk=9d966c68f91065ee,KAIST 휴머노이드로봇연구센터 위촉연구원 모집 공고,대전 유성구,,"개발자 (Robot Software Engineer) 1. 로봇 경로 계획 알고리즘 개발 2. Linux, Python/C++ 프로그래밍 개발 3. 로봇 학습 기반 제어 알고리즘 개발 ※ 자세한 직무수행 내용은 직무기술서..."
https://kr.indeed.com/viewjob?jk=188606f62a55c44a,Data Scientist (Clinical Plan Analyst),서울,,Comprehensive testing of your own code. Qualifications • R/ Python/Pyspark 등의 programming language를 사용한 data 분석 경험 1년 이상의 경력...
https://kr.indeed.com/viewjob?jk=3e96bc531d76390a,가우스랩스 Computer Vision & Image Processing Applied Scientist,서울특별시,,"실무 경험 보유. 생산적이고 건강한 조직 문화를 만들고자 하는 의지. 우대 영어 의사소통 능력. Python, C++ 등 프로그래밍 언어 및 PyTorch, Tensorflow 등 딥러닝 툴 전문 활용 가능. 영입..."
https://kr.indeed.com/viewjob?jk=ac64fda2e281b835,"Software Engineer, People with Disabilities (장애인 채용)",서울,,"languages, including... limited to: C++, Java, C and Python. Experience in a variety of projects utilizing natural..."
https://kr.indeed.com/viewjob?jk=8d05eb89c3dfb9f3,IT/AI 개발 팀원/팀장,서울 용산구,,(주)제이로고스 IT/AI 개발 팀원/팀장을 모집합니다. 모집부문 및 자격요건 담당업무 자격요건 인원 ﻿JAVA / Python 프로그래머 경력사항: 경력(연차무관) 학력사항: 대학교(4년)졸업 이상 0 명 근무조건 고용형태: 정규직...
https://kr.indeed.com/viewjob?jk=4cd34228af5013fd,DGIST 2019년 제1차 계약직원 공개채용 공고,대구 현풍면,,"우수자(SPSS, R 등 통계패키지) 외국어(영어) 구사 능력 우수자 Programming(MATLAB, Python, C/C++ 등) 가능자 · 근무기간 : 2019.3.11.~2020.3.10. ※ 단, 재계약 평가에..."
https://kr.indeed.com/viewjob?jk=aa668970a94e70ac,산업기능요원(보충역 신규편입/전직),서울 강남구,,Jr. Front-end Engineer (Javascript) Jr. Back-end Engineer ( Python) Mobile App Engineer (React Native/React) DevOps Engineer...
https://kr.indeed.com/viewjob?jk=78526735d90a85b9,"Machine Learning - iOS Software Engineer,",서울,,"computer vision Python libraries... programming skills with proficiency in Python, Flask, iOS Dev tools, and GitHub..."
https://kr.indeed.com/viewjob?jk=4ff8d1c5f3099ce1,기술직 경력사원[스마트팩토리],서울 역삼동,,"로봇 고도화 개발 ㆍAI 공정기술 개발 ㆍ전기차 배터리 공정 검토 ㆍ전기전자, 컴퓨터공학, AI 계열 ㆍ Python, R 등 언어사용 우대 ㆍ제조 데이터 분석 경험자 우대 ㆍ유관 업무 경력 4년이상 울산 명 응시..."
https://kr.indeed.com/viewjob?jk=482ce9b4a3f57f11,Quant 트레이딩 부문,서울 신사동,,"거시경제 데이터 관리 3. 지원자격 및 우대사항 (1)필수사항 -투자자산운용사 보유, Python, 엑셀 VBA 사용 능력자 ( Python 패키지 : Scikit-learn, Keras, Tensorflow 활용가능) (엑셀..."
https://kr.indeed.com/viewjob?jk=d9746dd92adbf277,Software Engineer in Test,서울,,"few years of professional experience developing in Python or JS, other mobile platforms are plus. You bring significant..."
https://kr.indeed.com/viewjob?jk=18b288e9021d899f,NAVER IDC 서버 운영/관리,춘천 동면,,"가상화 개념과 서버 OS(Linux, Windows)에 경험이 있으신 분 - Shell script나 Python 등 관련 지식을 보유하신 분 - 데이터센터(IDC) 이해와 운영에 관심이 있으신 분 - 교대근무가 가능하..."
https://kr.indeed.com/viewjob?jk=557fe7d3af887a99,Cymer Software Engineer,대한민국,,"experience in C/C++/MFC, and C#/Java/Scripts(VB, Python, Java) programming in extra More than 1~2 years of development..."
https://kr.indeed.com/viewjob?jk=1750764e7fad99ec,[키움투자자산운용] 자산배분전략팀 팀원 (사원~대리급),서울 영등포구,,및 우대사항 금융·보험·증권>투자·분석·증권·외환>자산관리|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>소프트웨어·하드웨어>소프트웨어|마케팅·광고·홍보·조사>조사·분석·통계>설문...
https://kr.indeed.com/viewjob?jk=6d389529bece608b,자동차 전장 Security 분야 전문가,서울 강서구,,식에 대한 이해 - Linux 사용 경험 보유 (1년 이상) - Shell Scripting 제작 또는 Python Programming 경험 2. 우대사항 - SDL (Security Development Lifecycle...
https://kr.indeed.com/viewjob?jk=8a6e9cac2fec97be,스크린플랫폼개발팀 웹개발자,성남 분당구,,인터넷·IT·통신·모바일·게임>통신·모바일>플랫폼(VM)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발
https://kr.indeed.com/viewjob?jk=08f44dbc98b82482,[피파온라인4] Software Engineer (DBA & Data Engineering),서울,,"Data Engineering 관련 경력 3년 이상 Linux, Cloud 환경에서 Javascript, Python을 통한 서비스 개발 경험 대규모 데이터 분산처리 시스템을 개발 및 운영하였거나 관련 오픈소스 기술 경험..."
https://kr.indeed.com/viewjob?jk=4e069b1aa5d4a15a,"Principal, Industrial Engineering (Process Innovation)",서울,,"Intermediate to advanced skills in SQL, VBA. Knowledge... least one programming language: Python, R, Java or any other."
https://kr.indeed.com/viewjob?jk=116009dbf59211ed,퍼즐데이터 역량있는 데이터 분석가,서울 역삼동,,"데이터 마이닝 및 통계분석에 대한 전반적인 이해 3. 관련분야(산업공학, 통계 등) 전공 4. R or Python 사용 능력 * 이런 분은 더욱 좋아요. 1. 프로세스 마이닝 지식 보유자 2. 관련분야 대학원 전공 3..."
https://kr.indeed.com/viewjob?jk=0a57a69a13126ff5,셀프 인테리어 위한 AI 플랫폼 서비스 개발자,성남 분당구,,이상의 python 또는 node.js실무 개발경험이 있는 분 -Restful API에 대한 이해와 실무경험이 있는 분 인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python...
https://kr.indeed.com/viewjob?jk=69bd6daa77f28616,[SAPEON Korea] 개발자,성남 분당구,,인터넷·IT·통신·모바일·게임>웹프로그래머>ASP.NET|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷...
https://kr.indeed.com/viewjob?jk=dc74730c92ce5050,Data Scientist,서울 영등포구,,"기반 예측, 모델링 프로젝트 경험자 데이터 분석/모델링을 위한 언어 및 프레임워크 사용에 익숙하신 분 ( Python, R, SQL, Pandas, TensorFlow, Pytorch, Spark 등) 회사 내부 구성원들과..."
https://kr.indeed.com/viewjob?jk=5038d3a583eea7cb,AI R&D 데이터플랫폼 엔지니어 모집,성남 판교역,,3년 ~ 15년 필수조건 - Hadoop 기반 분산 데이터 처리 기술에 대한 경험 보유 - Java / Python 기반 개발 경험 보유 - Hive / Spark 기반 데이터 파이프라인 개발 및 workflow 자동화 개발...
https://kr.indeed.com/viewjob?jk=bdf0194f9b034b14,[리니지2] MMORPG 서버 프로그래머 모집,성남 판교역,,Windows Programming - Web Programming - Script languages ( Python 등) 제출서류 포트폴리오(필수) 전형단계 서류전형 1차 면접 NC TEST 2차 면접 처우협의 입사 도움말...
https://kr.indeed.com/viewjob?jk=7fe0c284fbf4045f,CRM 및 마케팅 데이터분석 담당자 - 국내 대기업 계열사,서울,,"역량 (SQL 및 SAS, R, Python 등) - 통계 지식 보유 및... 경력자- 대용량 데이터 분석 툴 활용 역량 (SQL 및 SAS, R, Python 등)- 통계 지식 보유 및 데이터 모델링 가능자 우대- CRM 업무..."
https://kr.indeed.com/viewjob?jk=ec5c7ccd76639120,[외국계 스타트업 미소] Data Analyst,서울,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>MySQL|인터넷·IT·통신·모바일·게임>데이터베이스...
https://kr.indeed.com/viewjob?jk=4d08d3e1f1815e21,현대백화점 H.Point팀 데이터 분석/기획 경력,서울 삼성역,,"적용 모델링 - OLAP툴, R, Python, SQL 등 활용 분석 수행 및 리포팅 - 학사 이상 학위 취득자 - OLAP툴 사용 경험(3년 이상) - R, Python, SQL 등 심화 분석툴 경험(2년..."
https://kr.indeed.com/viewjob?jk=b81ddcc3978545fa,Application Engineer Korea,경기도 화성,,"You are committing to support the team in challenging situations. Python, Office solutions and Linux experience is beneficial..."
https://kr.indeed.com/viewjob?jk=e0c985782b230f96,Senior Data Analyst,서울,,Looker and LookML will make you stand out from the crowd. Any experience with statistical toolkits... Python or R.
https://kr.indeed.com/viewjob?jk=3c2bf0ec25a85c9f,"Senior Analyst - Data Science, Marketing & Sales",서울,,mathematics) 4+ years of experience working with SQL and Python or R programming Ability to manage and query large databases...
https://kr.indeed.com/viewjob?jk=b574f1454ae36aab,Cross Border Ecommerce - Business Intelligence (Based in Seo...,서울,,business analyst related roles Proficient in SQL and Python Strong analytical skill and sensitivity to data Strong oral...
https://kr.indeed.com/viewjob?jk=8af26b37623864c4,8퍼센트 개발자 (신입/경력),서울 종로구,,개발 금융 데이터 분석과 분석 플랫폼 운영 자격요건 컴퓨터 전공자 또는 웹 개발 경력 1년 이상 우대사항 Python 코드를 무리 없이 읽으실 수 있는 분 Linux/Mac 사용 가능한 분 새로운 기술에 대한 호기심을 가지신...
https://kr.indeed.com/viewjob?jk=ced15ce8e8c9c0b8,[진행중] 우리은행 AI사업부 전문직(인공지능[AI]모델링) 채용공고,서울 회현동,,"포함 디지털 서비스 기획 경험자 - 인공지능 알고리즘 설계/검증 및 성능 개선 업무 경력 보유 - Python, R 등 프로그래밍 활용 역량 보유 - 은행, 카드, 보험 등 금융 분야 프로젝트 경험자 우대사항..."
https://kr.indeed.com/viewjob?jk=9ad80a2efdc9c3dd,웹개발자 국내 메이저 식품대기업,서울 강남구,,"필요역량 및 지원자격 1) 필수 역량 - 웹 서비스 개발 경험 (PHP) - 프로그램 언어 활용 능력 ( Python, SQL 등) - 리눅스 서버에서 웹 서비스 개발 경험자 - JS, CSS 기초 지식 보유 2) 우대..."
https://kr.indeed.com/viewjob?jk=4389736e058f4f69,Data Engineer-Eng,서울 강남구,,모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>통신...
https://kr.indeed.com/viewjob?jk=fb4e5cc04575215b,Research Scientist(Computer Vision),서울 강남구,,Inequality - Let’s Riiid. 인터넷·IT·통신·모바일·게임>응용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
https://kr.indeed.com/viewjob?jk=a692f83229bd339f,Datacenter Engineer,서울,,"Base Operating System Install • Some experience with Perl, Python, Bash or Java • Core OS Services: ssh, telnet, ftp, nfs..."
https://kr.indeed.com/viewjob?jk=37ec2435e7cbff07,Sr. Application Engineer - AMS,경기도 성남,,"plus Proficiency in Linux shell scripting, Tcl, and Python programming is a plus Proven ability to map simulator capabilities..."
https://kr.indeed.com/viewjob?jk=fc09bd46b913c048,시스템 엔지니어링,성남 판교역,,"운영 경험 보유 - 쉘 스크립트 또는 프로그래밍 개발 스킬 보유 * Bash, PowerShell, Python, JAVA, etc * 운영 자동화/효율화 경험 보유 - 대용량 트래픽 처리를 위한 인프라 설계와 구축..."
https://kr.indeed.com/viewjob?jk=bb1e9a32dd06df42,주식회사 데이터스트림즈 기술연구소 Java 개발자,성남 분당구,,기반 대용량 데이터 처리 경험 [우대사항] - Docker / K8s 에 대한 전반적인 이해 및 경험- Python 코드에 대한 이해- 빅데이터 플랫폼 운영 경험 프론트 앤드개발 직군 신입직 모집 - 데이터 가상화 솔루션...
https://kr.indeed.com/viewjob?jk=00ae478aa7aad900,[AI R&D] Language AI(NLP) Research 분야 수시 (21년4차) 모집,성남 판교역,,"분 - 통계/Machine Learning에 대한 이해와 활용 능력 및 text 처리 기술에 대한 경험 - Python, Java 등을 이용하여 NLP 기술을 구현 가능한 분 - 최신 기술(논문, 기술문서 등)을 습득하는..."
https://kr.indeed.com/viewjob?jk=68d62221f2d26c0e,(주)웨이브웨어 2021 년도 신입사원 (프로그래머),대전 유성구,"연봉 25,000,000원 - 30,000,000원","유경험자 - keras/theano/tensorflow 유경험자 - python, java 유경험자 - lwjgl/jogl 을 이용한 OpenGL... tensorflow 유경험자 - python, java 유경험자..."
https://kr.indeed.com/viewjob?jk=108b132346b45d3e,Product Application Engineer,서울,,customer problems Proficiency in debugging and working with Python/C++ Experience in QA and wants to grow... customer...
https://kr.indeed.com/viewjob?jk=bbbfbb33164df0e3,"Junior Software Engineer, Server Platform",서울,,"프라 위에 안정적이고 효율적인 서비스 설계 및 구축 핵심 자격요건 Python, Java, Kotlin, Go, C++ 등 서버 사이드 프로그래밍... Understanding of Python, Java, and Event..."
https://kr.indeed.com/viewjob?jk=93a38c338f911393,[반도체IP 전문기업] HW Engineer,서울 강남구,,"알고리즘 이해 • C/C++/ Python Programming • SOC... Processing, Deep Learning 알고리즘 이해• C/C++/ Python Programming• SOC Integration, back..."
https://kr.indeed.com/viewjob?jk=8806cf98af9948de,[대기업] 클라우드/IoT 플랫폼 개발,서울,,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>시스템프로그래머>사물인터넷(IoT...
https://kr.indeed.com/viewjob?jk=f3032f72a38e5aff,Sr. Application Engineer Consultant - HAV,경기도 성남,,"software engineering Knowledge of scripting using Perl, Python, Makefile with UNIX... LINUX platforms Knowledge..."
https://kr.indeed.com/viewjob?jk=b2eb1fe78ff9ee5f,[대기업] 데이터분석가 경력 (대리~과장급 2명),서울,,"경력5년 이상-통계분석과 Machine Learning알고리즘에 대한 기본지식 보유-SQL, SAS, R, Python 중2개 이상의 분석도구에 대한 기본 이해-현상에 대한 문제인식과 적극적인 문제해결의지-통계적 수치에 대한..."
https://kr.indeed.com/viewjob?jk=b9499f4d0a5a9c36,"Visual C++, Python 이용한 소프트웨어 개발 및 유지보수가 가능한 인재",용인 기흥구,"연봉 35,000,000원 - 40,000,000원","용부문 : - Visual C++, Python 을 이용한 소프트웨어 개발... 및 자격요건 담당업무 자격요건 인원 [담당업무]Visual C++, Python 을 이용한 소프트웨어 개발 및 유지보수가 가능한 인재 0명 - 계측장..."
https://kr.indeed.com/viewjob?jk=3fbf16cd38fd66c8,Software Developer & Verification,서울,,"Programming Language and skillset: Java(preferred), C++, Python, CI Environment, Shell Script Native Korean and business..."
https://kr.indeed.com/viewjob?jk=8431ae82f2f68208,Renewable Energy Analyst,서울,,"other solar energy modeling tools; Experience utilizing Python, R or Matlab (or similar) for statistical analysis and data..."
https://kr.indeed.com/viewjob?jk=752a4b5d63eac97c,Sr. Back-end Engineer (Python),서울 강남구,,"관리합니다. 개발 언어 : Python 개발 환경 및 도구 : Django... 이상의 백엔드 개발 경험, 또는 이에 준하는 역량을 가지신 분 Python 및 Python web framework를 활용한 백엔드 개발에 거부감이..."
https://kr.indeed.com/viewjob?jk=7585ef1908280606,데이터표준화 부문 경력,서울 강남구,,"관리 2. 자격 요건 1) 필수 · Hadoop 데이터 플랫폼 사용 경험 · SQL, Spark(Scala, Python)등 데이터 처리 언어 1종 이상 숙련 · 대규모 트래픽 서비스, 대용량 배치처리 시스템의 Backend..."
https://kr.indeed.com/viewjob?jk=e8004f38042e7d44,NAVER Cloud 사내 플랫폼 운영,성남 삼평동,,"Network관련 기초 지식을 보유하고 계신 분 - script ( Python, Html, javascript, Linux shell 중 1개이상... WEB/WAS, DB운영 경험 - Python, JAVA 중 하나의 프로그..."
https://kr.indeed.com/viewjob?jk=98a3e3328fec92db,데이터 엔지니어,서울,,"end pipeline의 개발 ( Python, Airflow, k8s 활용... 데이터베이스 등 기본적인 전산 지식에 대한 이해를 갖추신 분 - Python / Java / Scala / Kotlin / Go 등의 언어로 개발..."
https://kr.indeed.com/viewjob?jk=b9e398dad2b59007,"[대기업] 딥러닝 (AI, 영상인식) 전문가 (석박사급)",서울,,공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임...
